models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
DM_MF,"[0.6070929448320876, 0.04356386369105996]","[0.7772727272727273, 0.03373268581716473]","[0.48809523809523814, 0.05501437087499483]","[0.8086076277198216, 0.028071930639366208]"
