models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
DM_BP-CC-MF,"[0.5806478048488494, 0.027680209078834003]","[0.7916666666666666, 0.041666666666666664]","[0.4428571428571429, 0.04492371967646002]","[0.7993290068348118, 0.03161040420672373]"
