models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
DM_MF,"[0.6044733435591637, 0.04897719299533106]","[0.8295454545454545, 0.030746958742136152]","[0.4738095238095238, 0.07146824295144587]","[0.8145860619168388, 0.036393844191501074]"
