models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
SC_CC-MF,"[0.3395874601413923, 0.09634284830279663]","[0.22000000000000003, 0.069602043392737]","[0.9253781512605043, 0.011422116043604765]","[0.35824418370055133, 0.0535139378593323]"
