models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
CE_CC-MF,"[0.6216472692677469, 0.020856821101327794]","[0.4965811965811965, 0.027446215611544998]","[0.7849547511312217, 0.022692697002007784]","[0.5454938724655793, 0.02980128637392278]"
