models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
CE_CC,"[0.6405245893923357, 0.022732012091056807]","[0.528, 0.027840817357094802]","[0.7818775510204081, 0.02349066963707397]","[0.5665859512853249, 0.03267960098043223]"
