models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
SC_CC,"[0.35348610492523613, 0.08441959396015361]","[0.20000000000000004, 0.059628479399994376]","[0.9482352941176471, 0.008396075272705408]","[0.23996398764464066, 0.025294015216860744]"
