models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
MM_BP-CC,"[0.4020012162847658, 0.09115549047549817]","[0.7152777777777778, 0.06709769355283189]","[0.375, 0.10253725610181348]","[0.8342230146396814, 0.03560841206444276]"
