models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
CE_BP-CC-MF,"[0.6550028271274208, 0.02046250215591905]","[0.5378917378917378, 0.030005739844424437]","[0.8040275761973874, 0.017536864176337204]","[0.5958077904105727, 0.027168285996249486]"
