models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
SC_CC,"[0.34317003097530996, 0.08193439366684695]","[0.20000000000000004, 0.059628479399994376]","[0.8992436974789916, 0.018399950227252933]","[0.26361255555847873, 0.05524311514228255]"
