models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
MM_BP-MF,"[0.4931396586392359, 0.09154500301205172]","[0.8097222222222221, 0.04187448175467037]","[0.41500000000000004, 0.0909975579647913]","[0.8657940246481914, 0.024155499714991813]"
