models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
SC_BP,"[0.44162532227076046, 0.08342058117719273]","[0.28, 0.06798692684790379]","[0.9224369747899159, 0.012076727973721347]","[0.4354268863275291, 0.08016988635755704]"
