models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
MM_BP,"[0.533708098438008, 0.095024427720687]","[0.7652777777777777, 0.05026720439943354]","[0.51, 0.10561986345169906]","[0.8406636611844945, 0.03262142268101613]"
