models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
CE_BP-CC,"[0.5690063725793595, 0.024172800993951946]","[0.4568376068376068, 0.03249407479032162]","[0.716289592760181, 0.01582714539212065]","[0.5245153760286705, 0.026831155707512783]"
