models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
SC_BP-MF,"[0.6186973639173159, 0.047637118948448666]","[0.4600000000000001, 0.0669991708074726]","[0.8821848739495797, 0.01379949181351592]","[0.3839174313354645, 0.03718963411473128]"
