models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
SC_CC-MF,"[0.45337160674658533, 0.08390586605187031]","[0.3, 0.06831300510639732]","[0.9022689075630252, 0.021868858796666484]","[0.28453990205891794, 0.04668403869690681]"
