models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
DM_CC,"[0.49996866005992074, 0.04716037524996467]","[0.7106060606060607, 0.04741560898599429]","[0.37380952380952376, 0.06044785404549084]","[0.7803523345217865, 0.02456911249481309]"
