models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
DM_BP,"[0.5525786727627243, 0.0390219730912456]","[0.6833333333333333, 0.038888888888888896]","[0.48571428571428577, 0.07126966450997983]","[0.7280967841068462, 0.023158842925543772]"
