models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
SC_BP-CC,"[0.43050421507982667, 0.08101404689108627]","[0.2800000000000001, 0.06798692684790379]","[0.8705882352941176, 0.014389691360270383]","[0.31269912483506757, 0.03529766788446801]"
