models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
MM_CC-MF,"[0.49017475871974786, 0.06503164977093871]","[0.7041666666666666, 0.06901254582669357]","[0.425, 0.06841458583924596]","[0.8110443607318608, 0.03303396069546029]"
