models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
MM_BP,"[0.6462537510078039, 0.08579366604258032]","[0.7555555555555555, 0.03484238467079033]","[0.635, 0.09861541461658009]","[0.8522911386453054, 0.03411996336001407]"
