models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
MM_BP,"[0.5467873625914874, 0.0956919066583157]","[0.8027777777777778, 0.055778872154922346]","[0.505, 0.10232030318780552]","[0.8403236462611463, 0.02902691654355229]"
