models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
CE_CC-MF,"[0.607546396448529, 0.013904192775667748]","[0.48874643874643875, 0.019226313483780837]","[0.7598039215686274, 0.021093981527986073]","[0.5312714846267932, 0.02824725075786615]"
