models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
CE_MF,"[0.5646226608060713, 0.011325321305576416]","[0.44112318840579706, 0.021486471235906537]","[0.7313399778516058, 0.023478545741346696]","[0.496586421137508, 0.01678096225164734]"
