models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
CE_MF,"[0.5343453530755898, 0.009707176794799075]","[0.4115942028985507, 0.015585794415459542]","[0.7009966777408637, 0.027700746382420198]","[0.4985414170903787, 0.03413432567853681]"
