models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
DM_BP-CC,"[0.6287560010559888, 0.02798182647726482]","[0.775, 0.03524604872347089]","[0.5285714285714286, 0.052380952380952375]","[0.8036541674341597, 0.026321880854024038]"
