models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
DM_MF,"[0.6121657358063338, 0.050511106714733786]","[0.7272727272727272, 0.05015026903962186]","[0.5452380952380952, 0.07040268582109552]","[0.7967323967787485, 0.0336782641423587]"
