models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
SC_BP-CC,"[0.4318430184978343, 0.08070581080013046]","[0.28, 0.07423685817106696]","[0.8994957983193277, 0.023801020066518075]","[0.4378339804077475, 0.05478911963465721]"
