models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
SC_BP-CC,"[0.5124418914910738, 0.06381135855354537]","[0.33999999999999997, 0.05206833117271102]","[0.8794957983193278, 0.018968032777495817]","[0.32641746525038356, 0.04945239433016506]"
