models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
DM_CC,"[0.567173507035484, 0.04787742478116732]","[0.7363636363636364, 0.03982860432756035]","[0.4619047619047619, 0.0694795829467914]","[0.7656284165675877, 0.024240784019255612]"
