models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
MM_BP-MF,"[0.5956581199995722, 0.03176352374704909]","[0.7444444444444445, 0.04667438207825392]","[0.51, 0.06489307444643928]","[0.7682999022582356, 0.03257062863898755]"
