models,svm,svm,svm,svm
metrics,gmean,sensitivity,specificity,ave_precision
DM_BP-CC,"[0.5737594729035649, 0.018082909046575623]","[0.75, 0.039283710065919304]","[0.45714285714285713, 0.041513323271815936]","[0.8142181400327685, 0.023984452964014483]"
